Frequency,Channel A,Channel B
(ms),(mV),(V)

14.19999964,-94.56508000,-3.79490600
14.21999964,-90.62807000,-3.87395400
14.23999964,-94.56508000,-3.79490600
14.25999964,-94.56508000,-3.79490600
14.27999964,-90.62807000,-3.71585900
14.29999964,-94.56508000,-3.79490600
14.31999964,-94.56508000,-3.71585900
14.33999964,-94.56508000,-3.63681100
14.35999964,-90.62807000,-3.63681100
14.37999964,-94.56508000,-3.63681100
14.39999964,-90.62807000,-3.55776300
14.41999964,-86.69107000,-3.55776300
14.43999964,-86.69107000,-3.55776300
14.45999963,-86.69107000,-3.47871500
14.47999963,-82.75406000,-3.47871500
